Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RaceRound,RaceName
0 days 01:19:44.824000,OCO,31,0 days 00:01:42.970000,32.0,3.0,0 days 01:18:22.001000,,0 days 00:00:48.774000,0 days 00:00:30.853000,0 days 00:00:23.343000,0 days 01:18:50.606000,0 days 01:19:21.459000,0 days 01:19:44.802000,279.0,240.0,252.0,,False,HARD,1.0,True,Renault,0 days 01:18:01.854000,2020-07-19 13:58:02.054,1,17.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:33.580000,HAM,44,0 days 00:01:53.821000,4.0,2.0,0 days 00:38:03.240000,,0 days 00:00:55.604000,0 days 00:00:32.267000,0 days 00:00:25.950000,0 days 00:38:35.363000,0 days 00:39:07.630000,0 days 00:39:33.580000,265.0,228.0,242.0,,False,MEDIUM,1.0,True,Mercedes,0 days 00:37:39.759000,2020-07-19 13:17:39.959,2,3.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:26:22.207000,HAM,44,0 days 00:01:40.605000,38.0,3.0,0 days 01:25:02.103000,,0 days 00:00:48.280000,0 days 00:00:29.530000,0 days 00:00:22.795000,0 days 01:25:29.882000,0 days 01:25:59.412000,0 days 01:26:22.207000,276.0,239.0,249.0,,False,MEDIUM,1.0,True,Mercedes,0 days 01:24:41.602000,2020-07-19 14:04:41.802,1,1.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 02:05:15.510000,HAM,44,0 days 00:01:39.908000,67.0,4.0,0 days 02:03:56.305000,,0 days 00:00:47.892000,0 days 00:00:28.329000,0 days 00:00:23.687000,0 days 02:04:23.494000,0 days 02:04:51.823000,0 days 02:05:15.510000,280.0,248.0,254.0,,False,SOFT,4.0,False,Mercedes,0 days 02:03:35.602000,2020-07-19 14:43:35.802,1,1.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:38:13.664000,BOT,77,0 days 00:01:54.775000,3.0,2.0,0 days 00:36:39.064000,,0 days 00:00:55.500000,0 days 00:00:33.895000,0 days 00:00:25.380000,0 days 00:37:14.370000,0 days 00:37:48.265000,0 days 00:38:13.645000,245.0,224.0,245.0,,False,MEDIUM,1.0,True,Mercedes,0 days 00:36:18.889000,2020-07-19 13:16:19.089,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:21:28.190000,BOT,77,0 days 00:01:38.262000,34.0,3.0,0 days 01:20:09.804000,,0 days 00:00:47.516000,0 days 00:00:28.478000,0 days 00:00:22.268000,0 days 01:20:37.425000,0 days 01:21:05.903000,0 days 01:21:28.171000,278.0,243.0,252.0,,False,MEDIUM,4.0,False,Mercedes,0 days 01:19:49.928000,2020-07-19 13:59:50.128,1,4.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:43:06.478000,BOT,77,0 days 00:01:37.094000,50.0,4.0,0 days 01:41:49.271000,,0 days 00:00:47.219000,0 days 00:00:27.891000,0 days 00:00:21.984000,0 days 01:42:16.584000,0 days 01:42:44.475000,0 days 01:43:06.459000,280.0,248.0,255.0,,False,HARD,1.0,True,Mercedes,0 days 01:41:29.384000,2020-07-19 14:21:29.584,1,3.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:45.976000,STR,18,0 days 00:01:57.475000,4.0,2.0,0 days 00:38:09.922000,,0 days 00:00:55.945000,0 days 00:00:35.424000,0 days 00:00:26.106000,0 days 00:38:44.401000,0 days 00:39:19.825000,0 days 00:39:45.931000,229.0,190.0,247.0,,False,MEDIUM,1.0,True,Racing Point,0 days 00:37:48.501000,2020-07-19 13:17:48.701,2,9.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:24:17.265000,STR,18,0 days 00:01:40.902000,36.0,3.0,0 days 01:22:57.216000,,0 days 00:00:48.779000,0 days 00:00:29.102000,0 days 00:00:23.021000,0 days 01:23:25.097000,0 days 01:23:54.199000,0 days 01:24:17.220000,277.0,242.0,248.0,,False,MEDIUM,6.0,False,Racing Point,0 days 01:22:36.363000,2020-07-19 14:02:36.563,1,4.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:47:34.597000,STR,18,0 days 00:01:38.188000,53.0,4.0,0 days 01:46:16.786000,,0 days 00:00:47.535000,0 days 00:00:28.179000,0 days 00:00:22.474000,0 days 01:46:43.899000,0 days 01:47:12.078000,0 days 01:47:34.552000,281.0,248.0,251.0,,False,HARD,1.0,True,Racing Point,0 days 01:45:56.409000,2020-07-19 14:25:56.609,1,4.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:49.230000,PER,11,0 days 00:01:53.691000,4.0,2.0,0 days 00:38:17.132000,,0 days 00:00:54.031000,0 days 00:00:33.834000,0 days 00:00:25.826000,0 days 00:38:49.522000,0 days 00:39:23.356000,0 days 00:39:49.182000,243.0,224.0,241.0,,False,MEDIUM,1.0,True,Racing Point,0 days 00:37:55.539000,2020-07-19 13:17:55.739,2,12.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:24:51.160000,PER,11,0 days 00:01:40.279000,36.0,3.0,0 days 01:23:31.255000,,0 days 00:00:48.076000,0 days 00:00:29.267000,0 days 00:00:22.936000,0 days 01:23:58.909000,0 days 01:24:28.176000,0 days 01:24:51.112000,280.0,244.0,252.0,,False,HARD,1.0,True,Racing Point,0 days 01:23:10.881000,2020-07-19 14:03:11.081,1,10.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:50.174000,VET,5,0 days 00:01:57.261000,4.0,2.0,0 days 00:38:19.536000,,0 days 00:00:59.400000,0 days 00:00:33.039000,0 days 00:00:24.822000,0 days 00:38:52.276000,0 days 00:39:25.315000,0 days 00:39:50.137000,256.0,220.0,241.0,,False,MEDIUM,1.0,True,Ferrari,0 days 00:37:52.913000,2020-07-19 13:17:53.113,2,13.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:16:34.171000,VET,5,0 days 00:01:41.180000,30.0,3.0,0 days 01:15:13.181000,,0 days 00:00:48.205000,0 days 00:00:29.731000,0 days 00:00:23.244000,0 days 01:15:41.159000,0 days 01:16:10.890000,0 days 01:16:34.134000,277.0,238.0,254.0,,False,HARD,1.0,True,Ferrari,0 days 01:14:52.991000,2020-07-19 13:54:53.191,1,12.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:38:11.059000,LEC,16,0 days 00:01:53.361000,3.0,2.0,0 days 00:36:38.252000,,0 days 00:00:55.650000,0 days 00:00:33.337000,0 days 00:00:24.374000,0 days 00:37:13.313000,0 days 00:37:46.650000,0 days 00:38:11.024000,226.0,225.0,243.0,,False,SOFT,4.0,False,Ferrari,0 days 00:36:17.698000,2020-07-19 13:16:17.898,1,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:04:16.784000,LEC,16,0 days 00:01:44.896000,21.0,3.0,0 days 01:02:52.786000,,0 days 00:00:51.360000,0 days 00:00:30.268000,0 days 00:00:23.268000,0 days 01:03:23.213000,0 days 01:03:53.481000,0 days 01:04:16.749000,268.0,238.0,247.0,,False,HARD,1.0,True,Ferrari,0 days 01:02:31.888000,2020-07-19 13:42:32.088,1,15.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:07.293000,VER,33,0 days 00:01:47.204000,5.0,2.0,0 days 00:39:39.925000,,0 days 00:00:51.379000,0 days 00:00:32.006000,0 days 00:00:23.819000,0 days 00:40:11.439000,0 days 00:40:43.445000,0 days 00:41:07.264000,263.0,234.0,246.0,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:39:20.089000,2020-07-19 13:19:20.289,2,2.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:25:21.133000,VER,33,0 days 00:01:40.097000,37.0,3.0,0 days 01:24:00.599000,,0 days 00:00:47.924000,0 days 00:00:29.492000,0 days 00:00:22.681000,0 days 01:24:28.931000,0 days 01:24:58.423000,0 days 01:25:21.104000,272.0,246.0,252.0,,False,HARD,1.0,True,Red Bull Racing,0 days 01:23:41.036000,2020-07-19 14:03:41.236,1,2.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:32.210000,NOR,4,0 days 00:01:49.478000,5.0,2.0,0 days 00:40:04.043000,,0 days 00:00:53.042000,0 days 00:00:32.204000,0 days 00:00:24.232000,0 days 00:40:35.752000,0 days 00:41:07.956000,0 days 00:41:32.188000,268.0,229.0,247.0,,False,MEDIUM,1.0,True,McLaren,0 days 00:39:42.732000,2020-07-19 13:19:42.932,2,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:25:17.905000,NOR,4,0 days 00:01:42.311000,36.0,3.0,0 days 01:23:56.661000,,0 days 00:00:49.192000,0 days 00:00:30.153000,0 days 00:00:22.966000,0 days 01:24:24.764000,0 days 01:24:54.917000,0 days 01:25:17.883000,274.0,237.0,250.0,,False,HARD,1.0,True,McLaren,0 days 01:23:35.594000,2020-07-19 14:03:35.794,1,15.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:53.256000,SAI,55,0 days 00:01:55.830000,4.0,2.0,0 days 00:38:22.854000,,0 days 00:00:58.617000,0 days 00:00:32.874000,0 days 00:00:24.339000,0 days 00:38:56.017000,0 days 00:39:28.891000,0 days 00:39:53.230000,261.0,228.0,246.0,,False,MEDIUM,1.0,True,McLaren,0 days 00:37:57.426000,2020-07-19 13:17:57.626,2,16.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:31:47.978000,SAI,55,0 days 00:01:39.868000,41.0,3.0,0 days 01:30:28.863000,,0 days 00:00:48.223000,0 days 00:00:29.100000,0 days 00:00:22.545000,0 days 01:30:56.307000,0 days 01:31:25.407000,0 days 01:31:47.952000,276.0,241.0,249.0,,False,HARD,1.0,True,McLaren,0 days 01:30:08.110000,2020-07-19 14:10:08.310,2,11.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:56.630000,GAS,10,0 days 00:01:52.900000,4.0,2.0,0 days 00:38:24.763000,,0 days 00:00:55.339000,0 days 00:00:33.218000,0 days 00:00:24.343000,0 days 00:38:59.031000,0 days 00:39:32.249000,0 days 00:39:56.592000,250.0,222.0,247.0,,False,SOFT,1.0,True,AlphaTauri,0 days 00:38:03.730000,2020-07-19 13:18:03.930,2,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:24.591000,RIC,3,0 days 00:01:51.736000,5.0,2.0,0 days 00:39:53.102000,,0 days 00:00:53.662000,0 days 00:00:33.048000,0 days 00:00:25.026000,0 days 00:40:26.498000,0 days 00:40:59.546000,0 days 00:41:24.572000,257.0,226.0,247.0,,False,MEDIUM,1.0,True,Renault,0 days 00:39:32.855000,2020-07-19 13:19:33.055,2,11.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:35:46.361000,RIC,3,0 days 00:01:39.420000,44.0,3.0,0 days 01:34:27.350000,,0 days 00:00:47.866000,0 days 00:00:28.918000,0 days 00:00:22.636000,0 days 01:34:54.788000,0 days 01:35:23.706000,0 days 01:35:46.342000,279.0,243.0,249.0,,False,MEDIUM,1.0,False,Renault,0 days 01:34:06.941000,2020-07-19 14:14:07.141,1,9.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:30.432000,RUS,63,0 days 00:01:46.226000,5.0,2.0,0 days 00:40:03.689000,,0 days 00:00:50.108000,0 days 00:00:32.106000,0 days 00:00:24.012000,0 days 00:40:34.270000,0 days 00:41:06.376000,0 days 00:41:30.388000,260.0,232.0,246.0,,False,SOFT,1.0,True,Williams,0 days 00:39:44.206000,2020-07-19 13:19:44.406,2,17.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:03:16.897000,RUS,63,0 days 00:01:41.469000,20.0,3.0,0 days 01:01:55.080000,,0 days 00:00:47.933000,0 days 00:00:30.072000,0 days 00:00:23.464000,0 days 01:02:23.317000,0 days 01:02:53.389000,0 days 01:03:16.853000,268.0,237.0,243.0,,False,MEDIUM,1.0,True,Williams,0 days 01:01:35.428000,2020-07-19 13:41:35.628,1,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:46:11.656000,RUS,63,0 days 00:01:40.660000,51.0,4.0,0 days 01:44:51.332000,,0 days 00:00:48.059000,0 days 00:00:29.500000,0 days 00:00:23.101000,0 days 01:45:19.011000,0 days 01:45:48.511000,0 days 01:46:11.612000,277.0,242.0,250.0,,False,MEDIUM,5.0,False,Williams,0 days 01:44:30.996000,2020-07-19 14:24:31.196,1,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:52.302000,ALB,23,0 days 00:01:51.950000,4.0,2.0,0 days 00:38:21.692000,,0 days 00:00:55.178000,0 days 00:00:32.610000,0 days 00:00:24.162000,0 days 00:38:55.494000,0 days 00:39:28.104000,0 days 00:39:52.266000,250.0,231.0,246.0,,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:38:00.352000,2020-07-19 13:18:00.552,2,14.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:23:26.536000,ALB,23,0 days 00:01:41.225000,35.0,3.0,0 days 01:22:05.733000,,0 days 00:00:48.798000,0 days 00:00:29.497000,0 days 00:00:22.930000,0 days 01:22:34.073000,0 days 01:23:03.570000,0 days 01:23:26.500000,274.0,239.0,250.0,,False,HARD,1.0,True,Red Bull Racing,0 days 01:21:45.311000,2020-07-19 14:01:45.511,1,10.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:26.985000,LAT,6,,4.0,2.0,0 days 00:38:22.635000,0 days 00:41:25.084000,0 days 00:01:17.511000,0 days 00:01:08.306000,0 days 00:00:58.477000,0 days 00:39:20.247000,0 days 00:40:28.619000,0 days 00:41:27.146000,167.0,74.0,,,False,SOFT,1.0,True,Williams,0 days 00:38:02.727000,2020-07-19 13:18:02.927,2,20.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:43:31.493000,LAT,6,0 days 00:02:04.508000,5.0,3.0,0 days 00:42:01.422000,,0 days 00:01:06.861000,0 days 00:00:33.241000,0 days 00:00:24.406000,0 days 00:42:33.846000,0 days 00:43:07.087000,0 days 00:43:31.493000,255.0,231.0,238.0,,False,MEDIUM,1.0,True,Williams,0 days 00:41:26.985000,2020-07-19 13:21:27.185,1,20.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:22:38.660000,LAT,6,0 days 00:01:58.604000,32.0,4.0,0 days 01:21:06.778000,,0 days 00:00:55.278000,0 days 00:00:36.660000,0 days 00:00:26.666000,0 days 01:21:35.334000,0 days 01:22:11.994000,0 days 01:22:38.660000,270.0,214.0,241.0,,False,MEDIUM,4.0,False,Williams,0 days 01:20:40.056000,2020-07-19 14:00:40.256,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:34:44.343000,LAT,6,0 days 00:01:50.150000,40.0,5.0,0 days 01:33:14.375000,,0 days 00:00:48.804000,0 days 00:00:34.426000,0 days 00:00:26.920000,0 days 01:33:42.997000,0 days 01:34:17.423000,0 days 01:34:44.343000,276.0,218.0,250.0,,False,SOFT,11.0,False,Williams,0 days 01:32:54.193000,2020-07-19 14:12:54.393,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:53:22.784000,LAT,6,0 days 00:01:46.840000,53.0,6.0,0 days 01:52:00.094000,,0 days 00:00:53.345000,0 days 00:00:30.166000,0 days 00:00:23.329000,0 days 01:52:29.289000,0 days 01:52:59.455000,0 days 01:53:22.784000,272.0,236.0,248.0,,False,HARD,1.0,True,Williams,0 days 01:51:35.944000,2020-07-19 14:31:36.144,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:34:55.353000,MAG,20,,1.0,1.0,0 days 00:33:09.952000,0 days 00:32:28.858000,,0 days 00:00:37.718000,0 days 00:00:28.209000,,0 days 00:34:27.148000,0 days 00:34:55.453000,206.0,204.0,217.0,,False,MEDIUM,1.0,False,Haas F1 Team,0 days 00:32:57.486000,2020-07-19 13:12:57.686,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:24:49.268000,MAG,20,0 days 00:01:43.831000,36.0,2.0,0 days 01:23:26.893000,,0 days 00:00:50.271000,0 days 00:00:30.424000,0 days 00:00:23.136000,0 days 01:23:55.665000,0 days 01:24:26.089000,0 days 01:24:49.225000,268.0,232.0,249.0,,False,HARD,34.0,True,Haas F1 Team,0 days 01:23:05.437000,2020-07-19 14:03:05.637,1,8.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:36:48.490000,KVY,26,0 days 00:01:59.691000,2.0,2.0,0 days 00:35:10.677000,,0 days 00:00:57.053000,0 days 00:00:36.546000,0 days 00:00:26.092000,0 days 00:35:45.817000,0 days 00:36:22.363000,0 days 00:36:48.455000,221.0,221.0,236.0,,False,SOFT,1.0,True,AlphaTauri,0 days 00:34:48.799000,2020-07-19 13:14:48.999,1,20.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:01:39.814000,KVY,26,0 days 00:01:44.066000,19.0,3.0,0 days 01:00:16.700000,,0 days 00:00:49.928000,0 days 00:00:30.393000,0 days 00:00:23.745000,0 days 01:00:45.641000,0 days 01:01:16.034000,0 days 01:01:39.779000,273.0,232.0,247.0,,False,HARD,1.0,True,AlphaTauri,0 days 00:59:55.748000,2020-07-19 13:39:55.948,1,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:34:56.790000,GRO,8,,1.0,1.0,0 days 00:33:11.938000,0 days 00:32:31.424000,,0 days 00:00:37.988000,0 days 00:00:28.053000,,0 days 00:34:28.743000,0 days 00:34:56.871000,222.0,206.0,231.0,,False,MEDIUM,1.0,False,Haas F1 Team,0 days 00:32:57.486000,2020-07-19 13:12:57.686,1,20.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:23:45.071000,GRO,8,0 days 00:01:43.606000,35.0,2.0,0 days 01:22:22.375000,,0 days 00:00:49.663000,0 days 00:00:30.517000,0 days 00:00:23.426000,0 days 01:22:51.082000,0 days 01:23:21.599000,0 days 01:23:45.025000,274.0,232.0,249.0,,False,HARD,32.0,False,Haas F1 Team,0 days 01:22:01.465000,2020-07-19 14:02:01.665,1,14.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:41:40.926000,GIO,99,0 days 00:01:48.244000,5.0,2.0,0 days 00:40:13.263000,,0 days 00:00:51.828000,0 days 00:00:32.047000,0 days 00:00:24.369000,0 days 00:40:44.480000,0 days 00:41:16.527000,0 days 00:41:40.896000,260.0,228.0,245.0,,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 00:39:52.682000,2020-07-19 13:19:52.882,1,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:04:49.900000,GIO,99,0 days 00:01:42.963000,21.0,3.0,0 days 01:03:28.321000,,0 days 00:00:50.213000,0 days 00:00:29.638000,0 days 00:00:23.112000,0 days 01:03:57.120000,0 days 01:04:26.758000,0 days 01:04:49.870000,273.0,237.0,247.0,,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 01:03:06.937000,2020-07-19 13:43:07.137,1,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:32:45.207000,GIO,99,0 days 00:01:41.758000,41.0,4.0,0 days 01:31:23.597000,,0 days 00:00:48.933000,0 days 00:00:30.020000,0 days 00:00:22.805000,0 days 01:31:52.352000,0 days 01:32:22.372000,0 days 01:32:45.177000,277.0,241.0,252.0,,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:31:03.449000,2020-07-19 14:11:03.649,2,18.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:39:58.202000,RAI,7,0 days 00:01:51.984000,4.0,2.0,0 days 00:38:26.780000,,0 days 00:00:54.939000,0 days 00:00:33.031000,0 days 00:00:24.014000,0 days 00:39:01.137000,0 days 00:39:34.168000,0 days 00:39:58.182000,225.0,228.0,249.0,,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 00:38:06.218000,2020-07-19 13:18:06.418,2,19.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 01:22:36.690000,RAI,7,0 days 00:01:49.464000,34.0,3.0,0 days 01:21:12.621000,,0 days 00:00:54.154000,0 days 00:00:31.591000,0 days 00:00:23.719000,0 days 01:21:41.360000,0 days 01:22:12.951000,0 days 01:22:36.670000,273.0,219.0,247.0,,False,HARD,1.0,True,Alfa Romeo Racing,0 days 01:20:47.226000,2020-07-19 14:00:47.426,1,17.0,False,,False,False,2020,3,Hungarian Grand Prix
0 days 00:58:03.314000,GAS,10,0 days 00:02:27.726000,13.0,2.0,0 days 00:55:59.125000,,0 days 00:01:00.094000,0 days 00:00:53.606000,0 days 00:00:34.026000,0 days 00:56:35.682000,0 days 00:57:29.288000,0 days 00:58:03.314000,153.0,228.0,238.0,158.0,False,HARD,1.0,True,AlphaTauri,0 days 00:55:35.588000,2020-08-02 13:35:35.602,4,13.0,False,,False,False,2020,4,British Grand Prix
0 days 00:59:59.931000,LEC,16,,14.0,2.0,0 days 00:57:51.976000,,0 days 00:00:58.988000,0 days 00:00:48.390000,0 days 00:00:44.186000,0 days 00:58:27.355000,0 days 00:59:15.799000,0 days 01:00:00.148000,168.0,210.0,114.0,214.0,False,HARD,1.0,True,Ferrari,0 days 00:57:28.358000,2020-08-02 13:37:28.372,4,4.0,False,,False,False,2020,4,British Grand Prix
0 days 01:00:07.212000,STR,18,0 days 00:02:28.537000,14.0,2.0,0 days 00:58:01.456000,,0 days 00:00:57.894000,0 days 00:00:48.006000,0 days 00:00:42.637000,0 days 00:58:36.569000,0 days 00:59:24.575000,0 days 01:00:07.212000,197.0,234.0,173.0,233.0,False,HARD,1.0,True,Racing Point,0 days 00:57:38.675000,2020-08-02 13:37:38.689,4,9.0,False,,False,False,2020,4,British Grand Prix
0 days 00:48:02.495000,ALB,23,0 days 00:01:54.670000,7.0,2.0,0 days 00:46:30.797000,,0 days 00:00:50.824000,0 days 00:00:37.969000,0 days 00:00:25.877000,0 days 00:46:58.649000,0 days 00:47:36.618000,0 days 00:48:02.495000,277.0,250.0,249.0,281.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:46:07.825000,2020-08-02 13:26:07.839,1,18.0,False,,False,False,2020,4,British Grand Prix
0 days 01:30:37.878000,ALB,23,0 days 00:01:57.525000,31.0,3.0,0 days 01:29:07.796000,,0 days 00:00:55.099000,0 days 00:00:37.465000,0 days 00:00:24.961000,0 days 01:29:35.452000,0 days 01:30:12.917000,0 days 01:30:37.878000,280.0,257.0,253.0,289.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 01:28:40.353000,2020-08-02 14:08:40.367,1,17.0,False,,False,False,2020,4,British Grand Prix
0 days 00:57:55.326000,RIC,3,0 days 00:02:26.815000,13.0,2.0,0 days 00:55:52.218000,,0 days 00:01:00.633000,0 days 00:00:53.172000,0 days 00:00:33.010000,0 days 00:56:29.144000,0 days 00:57:22.316000,0 days 00:57:55.326000,159.0,222.0,240.0,240.0,False,HARD,1.0,True,Renault,0 days 00:55:28.511000,2020-08-02 13:35:28.525,4,8.0,False,,False,False,2020,4,British Grand Prix
0 days 00:58:00.014000,OCO,31,0 days 00:02:26.626000,13.0,2.0,0 days 00:55:58.264000,,0 days 00:00:59.774000,0 days 00:00:53.511000,0 days 00:00:33.341000,0 days 00:56:33.162000,0 days 00:57:26.673000,0 days 00:58:00.014000,191.0,210.0,238.0,209.0,False,HARD,1.0,True,Renault,0 days 00:55:33.388000,2020-08-02 13:35:33.402,4,11.0,False,,False,False,2020,4,British Grand Prix
0 days 00:59:58.404000,VER,33,,14.0,2.0,0 days 00:57:39.868000,,0 days 00:00:56.510000,0 days 00:00:59.443000,0 days 00:00:45.065000,0 days 00:58:13.896000,0 days 00:59:13.361000,0 days 00:59:58.485000,214.0,110.0,111.0,174.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:57:17.303000,2020-08-02 13:37:17.317,4,3.0,False,,False,False,2020,4,British Grand Prix
0 days 02:00:02.950000,VER,33,0 days 00:01:51.712000,51.0,3.0,0 days 01:58:33.646000,,0 days 00:00:48.955000,0 days 00:00:36.853000,0 days 00:00:25.904000,0 days 01:59:00.193000,0 days 01:59:37.046000,0 days 02:00:02.950000,282.0,243.0,257.0,277.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:58:11.238000,2020-08-02 14:38:11.252,1,2.0,False,,False,False,2020,4,British Grand Prix
0 days 00:57:56.976000,NOR,4,0 days 00:02:26.132000,13.0,2.0,0 days 00:55:55.310000,,0 days 00:01:00.105000,0 days 00:00:53.990000,0 days 00:00:32.037000,0 days 00:56:30.949000,0 days 00:57:24.939000,0 days 00:57:56.976000,205.0,230.0,236.0,249.0,False,HARD,1.0,True,McLaren,0 days 00:55:30.844000,2020-08-02 13:35:30.858,4,9.0,False,,False,False,2020,4,British Grand Prix
0 days 00:59:55.450000,HAM,44,,14.0,2.0,0 days 00:57:31.070000,,0 days 00:01:00.937000,0 days 00:01:00.906000,0 days 00:00:45.411000,0 days 00:58:09.248000,0 days 00:59:10.039000,0 days 00:59:55.588000,138.0,113.0,145.0,157.0,False,HARD,1.0,True,Mercedes,0 days 00:57:08.132000,2020-08-02 13:37:08.146,4,1.0,False,,False,False,2020,4,British Grand Prix
0 days 00:57:58.636000,VET,5,0 days 00:02:24.723000,13.0,2.0,0 days 00:55:57.479000,,0 days 00:00:58.379000,0 days 00:00:53.339000,0 days 00:00:33.005000,0 days 00:56:32.292000,0 days 00:57:25.631000,0 days 00:57:58.636000,179.0,225.0,240.0,240.0,False,HARD,1.0,True,Ferrari,0 days 00:55:33.913000,2020-08-02 13:35:33.927,4,10.0,False,,False,False,2020,4,British Grand Prix
