Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_round,RaceName
0 days 02:03:27.955000,TSU,22,0 days 00:02:01.787000,35.0,3.0,0 days 02:01:49.278000,,0 days 00:00:47.848000,0 days 00:00:41.053000,0 days 00:00:32.886000,0 days 02:02:14.047000,0 days 02:02:55.100000,0 days 02:03:27.986000,206.0,179.0,201.0,280.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 02:01:26.168000,2023-10-22 20:02:28.401,1,11.0,False,,False,False,18,United States Grand Prix
0 days 02:37:37.071000,TSU,22,0 days 00:02:02.300000,55.0,4.0,0 days 02:35:57.258000,,0 days 00:00:47.078000,0 days 00:00:41.316000,0 days 00:00:33.906000,0 days 02:36:21.880000,0 days 02:37:03.196000,0 days 02:37:37.102000,204.0,175.0,205.0,289.0,False,SOFT,1.0,True,AlphaTauri,0 days 02:35:34.771000,2023-10-22 20:36:37.004,1,10.0,False,,False,False,18,United States Grand Prix
0 days 01:22:10.722000,ALB,23,0 days 00:02:03.675000,11.0,2.0,0 days 01:20:30.588000,,0 days 00:00:48.445000,0 days 00:00:41.168000,0 days 00:00:34.062000,0 days 01:20:55.527000,0 days 01:21:36.695000,0 days 01:22:10.757000,209.0,176.0,198.0,302.0,False,HARD,1.0,True,Williams,0 days 01:20:07.047000,2023-10-22 19:21:09.280,1,16.0,False,,False,False,18,United States Grand Prix
0 days 01:55:10.776000,ALB,23,0 days 00:02:02.861000,30.0,3.0,0 days 01:53:31.256000,,0 days 00:00:48.132000,0 days 00:00:41.062000,0 days 00:00:33.667000,0 days 01:53:56.082000,0 days 01:54:37.144000,0 days 01:55:10.811000,210.0,179.0,201.0,299.0,False,MEDIUM,7.0,False,Williams,0 days 01:53:07.915000,2023-10-22 19:54:10.148,1,15.0,False,,False,False,18,United States Grand Prix
0 days 01:23:59.219000,SAR,2,0 days 00:02:04.136000,12.0,2.0,0 days 01:22:19.071000,,0 days 00:00:49.151000,0 days 00:00:40.688000,0 days 00:00:34.297000,0 days 01:22:44.265000,0 days 01:23:24.953000,0 days 01:23:59.250000,206.0,184.0,200.0,325.0,False,HARD,1.0,True,Williams,0 days 01:21:55.083000,2023-10-22 19:22:57.316,1,18.0,True,TRACK LIMITS AT TURN 19 LAP 12 ,False,False,18,United States Grand Prix
0 days 02:00:26.810000,SAR,2,0 days 00:02:03.196000,33.0,3.0,0 days 01:58:48.203000,,0 days 00:00:49.066000,0 days 00:00:40.750000,0 days 00:00:33.380000,0 days 01:59:12.711000,0 days 01:59:53.461000,0 days 02:00:26.841000,213.0,183.0,206.0,300.0,False,MEDIUM,1.0,True,Williams,0 days 01:58:23.614000,2023-10-22 19:59:25.847,1,17.0,False,,False,False,18,United States Grand Prix
0 days 01:04:32.708000,HUL,27,0 days 00:01:53.245000,1.0,1.0,0 days 01:02:50.279000,,,0 days 00:00:42.043000,0 days 00:00:34.752000,,0 days 01:03:58.200000,0 days 01:04:32.824000,196.0,171.0,199.0,296.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:02:39.217000,2023-10-22 19:03:41.450,1,19.0,False,,False,False,18,United States Grand Prix
0 days 01:37:53.098000,HUL,27,0 days 00:02:05.273000,20.0,2.0,0 days 01:36:13.509000,,0 days 00:00:50.158000,0 days 00:00:41.188000,0 days 00:00:33.927000,0 days 01:36:38.015000,0 days 01:37:19.203000,0 days 01:37:53.130000,203.0,181.0,199.0,288.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:35:47.825000,2023-10-22 19:36:50.058,1,18.0,False,,False,False,18,United States Grand Prix
0 days 02:03:48.748000,HUL,27,0 days 00:02:01.785000,35.0,3.0,0 days 02:02:10.309000,,0 days 00:00:47.722000,0 days 00:00:40.819000,0 days 00:00:33.244000,0 days 02:02:34.717000,0 days 02:03:15.536000,0 days 02:03:48.780000,209.0,182.0,201.0,286.0,False,MEDIUM,7.0,False,Haas F1 Team,0 days 02:01:46.963000,2023-10-22 20:02:49.196,1,15.0,False,,False,False,18,United States Grand Prix
0 days 01:22:12.161000,BOT,77,0 days 00:02:03.570000,11.0,2.0,0 days 01:20:32.369000,,0 days 00:00:48.595000,0 days 00:00:41.286000,0 days 00:00:33.689000,0 days 01:20:57.215000,0 days 01:21:38.501000,0 days 01:22:12.190000,210.0,181.0,201.0,290.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:20:08.591000,2023-10-22 19:21:10.824,1,17.0,False,,False,False,18,United States Grand Prix
0 days 01:53:31.671000,BOT,77,0 days 00:02:03.100000,29.0,3.0,0 days 01:51:52.601000,,0 days 00:00:48.644000,0 days 00:00:41.184000,0 days 00:00:33.272000,0 days 01:52:17.244000,0 days 01:52:58.428000,0 days 01:53:31.700000,212.0,184.0,201.0,287.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:51:28.571000,2023-10-22 19:52:30.804,1,17.0,False,,False,False,18,United States Grand Prix
0 days 01:20:25.646000,ZHO,24,0 days 00:02:04.238000,10.0,2.0,0 days 01:18:46.059000,,0 days 00:00:49.322000,0 days 00:00:41.241000,0 days 00:00:33.675000,0 days 01:19:10.757000,0 days 01:19:51.998000,0 days 01:20:25.673000,208.0,177.0,198.0,290.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:18:21.408000,2023-10-22 19:19:23.641,1,19.0,False,,False,False,18,United States Grand Prix
0 days 01:51:52.122000,ZHO,24,0 days 00:02:04.070000,28.0,3.0,0 days 01:50:11.791000,,0 days 00:00:48.716000,0 days 00:00:41.469000,0 days 00:00:33.885000,0 days 01:50:36.795000,0 days 01:51:18.264000,0 days 01:51:52.149000,207.0,179.0,201.0,284.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:49:48.052000,2023-10-22 19:50:50.285,1,18.0,False,,False,False,18,United States Grand Prix
0 days 01:04:31.035000,MAG,20,0 days 00:01:51.572000,1.0,1.0,0 days 01:02:48.404000,,,0 days 00:00:41.501000,0 days 00:00:35.029000,,0 days 01:03:56.122000,0 days 01:04:31.355000,196.0,175.0,198.0,310.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:02:39.217000,2023-10-22 19:03:41.450,1,16.0,False,,False,False,18,United States Grand Prix
0 days 01:22:15.133000,MAG,20,0 days 00:02:04.946000,11.0,2.0,0 days 01:20:34.276000,,0 days 00:00:49.090000,0 days 00:00:41.775000,0 days 00:00:34.081000,0 days 01:20:59.277000,0 days 01:21:41.052000,0 days 01:22:15.133000,201.0,180.0,198.0,290.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:20:10.187000,2023-10-22 19:21:12.420,1,18.0,False,,False,False,18,United States Grand Prix
0 days 01:55:27.408000,MAG,20,0 days 00:02:03.839000,30.0,3.0,0 days 01:53:47.334000,,0 days 00:00:48.575000,0 days 00:00:41.367000,0 days 00:00:33.897000,0 days 01:54:12.144000,0 days 01:54:53.511000,0 days 01:55:27.408000,194.0,180.0,199.0,290.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:53:23.569000,2023-10-22 19:54:25.802,1,18.0,False,,False,False,18,United States Grand Prix
0 days 01:42:53.886000,RIC,3,0 days 00:02:03.516000,23.0,2.0,0 days 01:41:13.753000,,0 days 00:00:48.447000,0 days 00:00:41.442000,0 days 00:00:33.627000,0 days 01:41:38.845000,0 days 01:42:20.287000,0 days 01:42:53.914000,203.0,176.0,198.0,290.0,False,HARD,1.0,True,AlphaTauri,0 days 01:40:50.370000,2023-10-22 19:41:52.603,1,15.0,False,,False,False,18,United States Grand Prix
0 days 02:26:20.749000,RIC,3,0 days 00:02:06.471000,48.0,3.0,0 days 02:24:39.754000,,0 days 00:00:52.137000,0 days 00:00:41.471000,0 days 00:00:32.863000,0 days 02:25:06.443000,0 days 02:25:47.914000,0 days 02:26:20.777000,205.0,181.0,202.0,296.0,False,SOFT,1.0,True,AlphaTauri,0 days 02:24:14.278000,2023-10-22 20:25:16.511,1,18.0,False,,False,False,18,United States Grand Prix
0 days 01:04:31.904000,ALO,14,0 days 00:01:52.441000,1.0,1.0,0 days 01:02:51.576000,,,0 days 00:00:40.749000,0 days 00:00:34.387000,,0 days 01:03:57.606000,0 days 01:04:31.949000,204.0,174.0,201.0,303.0,False,MEDIUM,1.0,False,Aston Martin,0 days 01:02:39.217000,2023-10-22 19:03:41.450,1,18.0,False,,False,False,18,United States Grand Prix
0 days 01:37:42.606000,ALO,14,0 days 00:02:02.272000,20.0,2.0,0 days 01:36:04.525000,,0 days 00:00:48.286000,0 days 00:00:40.693000,0 days 00:00:33.293000,0 days 01:36:28.656000,0 days 01:37:09.349000,0 days 01:37:42.642000,209.0,177.0,203.0,292.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:35:40.334000,2023-10-22 19:36:42.567,1,16.0,False,,False,False,18,United States Grand Prix
0 days 02:17:01.432000,ALO,14,0 days 00:02:01.406000,43.0,3.0,0 days 02:15:23.842000,,0 days 00:00:47.997000,0 days 00:00:40.541000,0 days 00:00:32.868000,0 days 02:15:48.059000,0 days 02:16:28.600000,0 days 02:17:01.468000,220.0,183.0,208.0,296.0,False,HARD,1.0,True,Aston Martin,0 days 02:15:00.026000,2023-10-22 20:16:02.259,1,10.0,False,,False,False,18,United States Grand Prix
0 days 01:38:56.158000,HAM,44,0 days 00:02:03.034000,21.0,2.0,0 days 01:37:17.070000,,0 days 00:00:48.541000,0 days 00:00:41.087000,0 days 00:00:33.406000,0 days 01:37:41.695000,0 days 01:38:22.782000,0 days 01:38:56.188000,208.0,179.0,201.0,279.0,False,HARD,1.0,True,Mercedes,0 days 01:36:53.124000,2023-10-22 19:37:55.357,1,5.0,False,,False,False,18,United States Grand Prix
0 days 02:09:41.548000,HAM,44,0 days 00:02:00.679000,39.0,3.0,0 days 02:08:04.537000,,0 days 00:00:47.500000,0 days 00:00:40.235000,0 days 00:00:32.944000,0 days 02:08:28.399000,0 days 02:09:08.634000,0 days 02:09:41.578000,214.0,184.0,204.0,285.0,False,MEDIUM,1.0,True,Mercedes,0 days 02:07:40.869000,2023-10-22 20:08:43.102,1,4.0,False,,False,False,18,United States Grand Prix
0 days 01:44:12.282000,LEC,16,0 days 00:02:02.894000,24.0,2.0,0 days 01:42:32.393000,,0 days 00:00:48.280000,0 days 00:00:40.896000,0 days 00:00:33.718000,0 days 01:42:57.697000,0 days 01:43:38.593000,0 days 01:44:12.311000,208.0,181.0,199.0,291.0,False,HARD,1.0,True,Ferrari,0 days 01:42:09.388000,2023-10-22 19:43:11.621,1,6.0,False,,False,False,18,United States Grand Prix
0 days 01:30:54.410000,VER,1,0 days 00:01:41.221000,20.0,2.0,0 days 01:29:33.009000,,0 days 00:00:47.922000,0 days 00:00:32.170000,0 days 00:00:21.129000,0 days 01:30:01.136000,0 days 01:30:33.306000,0 days 01:30:54.435000,279.0,281.0,245.0,304.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:29:13.189000,2023-10-29 20:30:13.270,1,7.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:52:00.272000,VER,1,,34.0,3.0,0 days 01:49:24.894000,0 days 01:51:56.720000,0 days 00:01:06.495000,0 days 00:01:07.222000,0 days 00:00:41.322000,0 days 01:50:11.753000,0 days 01:51:19.049000,0 days 01:52:00.439000,131.0,100.0,,140.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:49:05.161000,2023-10-29 20:50:05.242,45,1.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:10.007000,VER,1,,35.0,4.0,0 days 02:12:05.839000,,,0 days 00:00:35.715000,0 days 00:00:55.038000,,0 days 02:13:14.994000,0 days 02:14:10.087000,257.0,243.0,56.0,283.0,False,HARD,2.0,False,Red Bull Racing,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,1.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:44:10.362000,GAS,10,0 days 00:01:43.332000,29.0,2.0,0 days 01:42:47.011000,,0 days 00:00:48.814000,0 days 00:00:32.853000,0 days 00:00:21.665000,0 days 01:43:15.868000,0 days 01:43:48.721000,0 days 01:44:10.386000,275.0,285.0,246.0,306.0,False,HARD,1.0,True,Alpine,0 days 01:42:27.030000,2023-10-29 20:43:27.111,1,17.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:46.163000,GAS,10,,35.0,3.0,0 days 02:12:46.479000,,,0 days 00:00:35.410000,0 days 00:00:51.237000,,0 days 02:13:55.025000,0 days 02:14:46.227000,251.0,257.0,51.0,281.0,False,HARD,7.0,False,Alpine,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,11.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:45:52.759000,ALO,14,0 days 00:01:42.893000,30.0,2.0,0 days 01:44:30.181000,,0 days 00:00:48.645000,0 days 00:00:32.613000,0 days 00:00:21.635000,0 days 01:44:58.531000,0 days 01:45:31.144000,0 days 01:45:52.779000,281.0,280.0,245.0,305.0,False,HARD,2.0,False,Aston Martin,0 days 01:44:09.866000,2023-10-29 20:45:09.947,1,19.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:15:08.851000,ALO,14,,35.0,3.0,0 days 02:13:13.010000,,,0 days 00:00:34.381000,0 days 00:00:46.495000,,0 days 02:14:22.431000,0 days 02:15:08.992000,251.0,265.0,49.0,239.0,False,HARD,7.0,False,Aston Martin,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,18.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:47:46.011000,LEC,16,0 days 00:01:41.329000,32.0,2.0,0 days 01:46:24.304000,,0 days 00:00:47.781000,0 days 00:00:32.222000,0 days 00:00:21.326000,0 days 01:46:52.528000,0 days 01:47:24.750000,0 days 01:47:46.076000,276.0,284.0,248.0,303.0,False,HARD,1.0,True,Ferrari,0 days 01:46:04.682000,2023-10-29 20:47:04.763,1,2.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:14.131000,LEC,16,,35.0,3.0,0 days 02:12:08.761000,,,0 days 00:00:35.989000,0 days 00:00:56.441000,,0 days 02:13:17.901000,0 days 02:14:14.196000,231.0,255.0,66.0,271.0,False,HARD,4.0,False,Ferrari,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,2.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:03:55.294000,STR,18,0 days 00:01:36.812000,1.0,1.0,0 days 01:02:26.819000,,,0 days 00:00:34.298000,0 days 00:00:22.429000,,0 days 01:03:32.959000,0 days 01:03:55.427000,243.0,276.0,241.0,289.0,False,MEDIUM,2.0,False,Aston Martin,0 days 01:02:18.241000,2023-10-29 20:03:18.322,12,19.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:47:13.699000,STR,18,0 days 00:01:42.668000,31.0,2.0,0 days 01:45:50.961000,,0 days 00:00:48.687000,0 days 00:00:32.634000,0 days 00:00:21.347000,0 days 01:46:19.742000,0 days 01:46:52.376000,0 days 01:47:13.723000,283.0,282.0,245.0,304.0,False,HARD,2.0,False,Aston Martin,0 days 01:45:31.031000,2023-10-29 20:46:31.112,1,18.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:15:05.876000,STR,18,,35.0,3.0,0 days 02:13:08.948000,,,0 days 00:00:36.056000,0 days 00:00:48.017000,,0 days 02:14:17.946000,0 days 02:15:06.071000,242.0,244.0,51.0,270.0,False,HARD,6.0,False,Aston Martin,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,17.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:35:50.041000,SAR,2,0 days 00:01:43.412000,23.0,2.0,0 days 01:34:27.957000,,0 days 00:00:49.596000,0 days 00:00:32.621000,0 days 00:00:21.195000,0 days 01:34:56.225000,0 days 01:35:28.846000,0 days 01:35:50.041000,297.0,279.0,247.0,305.0,False,HARD,1.0,True,Williams,0 days 01:34:06.629000,2023-10-29 20:35:06.710,1,19.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:58.652000,SAR,2,,35.0,3.0,0 days 02:13:01.448000,,,0 days 00:00:35.080000,0 days 00:00:49.909000,,0 days 02:14:08.790000,0 days 02:14:58.727000,274.0,263.0,65.0,276.0,False,MEDIUM,1.0,True,Williams,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,15.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:37:14.269000,MAG,20,0 days 00:01:43.471000,24.0,2.0,0 days 01:35:51.815000,,0 days 00:00:49.252000,0 days 00:00:32.658000,0 days 00:00:21.561000,0 days 01:36:20.101000,0 days 01:36:52.759000,0 days 01:37:14.320000,287.0,281.0,247.0,312.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:35:30.798000,2023-10-29 20:36:30.879,1,19.0,True,TRACK LIMITS AT TURN 2 LAP 24 ,False,False,19,Mexico City Grand Prix
0 days 01:17:26.961000,TSU,22,0 days 00:01:49.360000,10.0,2.0,0 days 01:16:05.086000,,0 days 00:00:55.882000,0 days 00:00:32.282000,0 days 00:00:21.196000,0 days 01:16:33.510000,0 days 01:17:05.792000,0 days 01:17:26.988000,284.0,277.0,246.0,302.0,False,HARD,1.0,True,AlphaTauri,0 days 01:15:37.601000,2023-10-29 20:16:37.682,1,19.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:34.971000,TSU,22,,35.0,3.0,0 days 02:12:32.370000,,,0 days 00:00:34.828000,0 days 00:00:54.338000,,0 days 02:13:40.713000,0 days 02:14:35.149000,265.0,260.0,50.0,277.0,False,HARD,1.0,True,AlphaTauri,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,8.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:52:28.977000,ALB,23,,34.0,2.0,0 days 01:50:18.831000,0 days 01:52:22.376000,0 days 00:00:57.986000,0 days 00:00:44.377000,0 days 00:00:48.787000,0 days 01:50:55.909000,0 days 01:51:40.236000,0 days 01:52:29.094000,169.0,206.0,,178.0,False,MEDIUM,1.0,True,Williams,0 days 01:49:57.778000,2023-10-29 20:50:57.859,45,12.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:47.942000,ALB,23,,35.0,3.0,0 days 02:12:50.339000,,,0 days 00:00:35.376000,0 days 00:00:49.097000,,0 days 02:13:58.947000,0 days 02:14:48.149000,247.0,253.0,67.0,281.0,False,MEDIUM,2.0,False,Williams,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,12.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:34:19.732000,ZHO,24,0 days 00:01:41.962000,22.0,2.0,0 days 01:32:57.959000,,0 days 00:00:48.430000,0 days 00:00:32.263000,0 days 00:00:21.269000,0 days 01:33:26.250000,0 days 01:33:58.513000,0 days 01:34:19.782000,294.0,281.0,247.0,304.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:32:37.770000,2023-10-29 20:33:37.851,1,19.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:51.805000,ZHO,24,,35.0,3.0,0 days 02:12:54.901000,,,0 days 00:00:36.489000,0 days 00:00:46.972000,,0 days 02:14:04.962000,0 days 02:14:51.946000,204.0,249.0,84.0,258.0,False,HARD,14.0,False,Alfa Romeo,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,13.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:37:05.790000,HUL,27,0 days 00:01:43.626000,24.0,2.0,0 days 01:35:42.721000,,0 days 00:00:48.829000,0 days 00:00:33.187000,0 days 00:00:21.610000,0 days 01:36:11.037000,0 days 01:36:44.224000,0 days 01:37:05.834000,276.0,282.0,246.0,309.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:35:22.164000,2023-10-29 20:36:22.245,1,16.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:39.235000,HUL,27,,35.0,3.0,0 days 02:12:36.042000,,,0 days 00:00:35.536000,0 days 00:00:55.001000,,0 days 02:13:44.306000,0 days 02:14:39.399000,263.0,254.0,45.0,277.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,9.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:42:24.792000,RIC,3,0 days 00:01:42.520000,28.0,2.0,0 days 01:41:02.044000,,0 days 00:00:48.454000,0 days 00:00:32.666000,0 days 00:00:21.400000,0 days 01:41:30.770000,0 days 01:42:03.436000,0 days 01:42:24.836000,282.0,281.0,245.0,306.0,False,HARD,1.0,True,AlphaTauri,0 days 01:40:42.272000,2023-10-29 20:41:42.353,1,5.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:23.331000,RIC,3,,35.0,3.0,0 days 02:12:20.214000,,,0 days 00:00:34.876000,0 days 00:00:56.068000,,0 days 02:13:27.307000,0 days 02:14:23.524000,264.0,258.0,67.0,280.0,False,HARD,8.0,False,AlphaTauri,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,5.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:56.719000,OCO,31,,35.0,2.0,0 days 02:12:57.713000,,,0 days 00:00:35.190000,0 days 00:00:51.106000,,0 days 02:14:05.728000,0 days 02:14:56.836000,236.0,255.0,50.0,276.0,False,MEDIUM,1.0,True,Alpine,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,14.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:20:10.352000,NOR,4,0 days 00:01:43.864000,12.0,2.0,0 days 01:18:47.255000,,0 days 00:00:49.362000,0 days 00:00:32.910000,0 days 00:00:21.592000,0 days 01:19:15.886000,0 days 01:19:48.796000,0 days 01:20:10.388000,266.0,277.0,244.0,304.0,False,HARD,1.0,True,McLaren,0 days 01:18:26.488000,2023-10-29 20:19:26.569,1,18.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:52:22.712000,NOR,4,0 days 00:02:29.036000,34.0,3.0,0 days 01:50:13.581000,0 days 01:52:17.876000,0 days 00:00:57.160000,0 days 00:00:44.854000,0 days 00:00:47.022000,0 days 01:50:50.872000,0 days 01:51:35.726000,0 days 01:52:22.748000,182.0,164.0,,163.0,False,MEDIUM,1.0,True,McLaren,0 days 01:49:53.676000,2023-10-29 20:50:53.757,45,10.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:42.470000,NOR,4,,35.0,4.0,0 days 02:12:44.292000,,,0 days 00:00:34.866000,0 days 00:00:49.653000,,0 days 02:13:52.916000,0 days 02:14:42.696000,242.0,216.0,38.0,271.0,False,MEDIUM,2.0,False,McLaren,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,10.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:38:05.329000,HAM,44,0 days 00:01:40.629000,25.0,2.0,0 days 01:36:44.283000,,0 days 00:00:47.683000,0 days 00:00:31.683000,0 days 00:00:21.263000,0 days 01:37:12.433000,0 days 01:37:44.116000,0 days 01:38:05.379000,290.0,278.0,245.0,301.0,False,HARD,1.0,True,Mercedes,0 days 01:36:24.700000,2023-10-29 20:37:24.781,1,7.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:19.724000,HAM,44,,35.0,3.0,0 days 02:12:12.558000,,,0 days 00:00:37.279000,0 days 00:00:58.397000,,0 days 02:13:21.385000,0 days 02:14:19.774000,225.0,192.0,42.0,267.0,False,MEDIUM,5.0,False,Mercedes,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,3.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:46:32.104000,SAI,55,0 days 00:01:42.133000,31.0,2.0,0 days 01:45:09.383000,,0 days 00:00:48.051000,0 days 00:00:32.743000,0 days 00:00:21.339000,0 days 01:45:38.062000,0 days 01:46:10.805000,0 days 01:46:32.144000,275.0,281.0,248.0,304.0,False,HARD,1.0,True,Ferrari,0 days 01:44:49.971000,2023-10-29 20:45:50.052,1,4.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:21.884000,SAI,55,,35.0,3.0,0 days 02:12:16.574000,,,0 days 00:00:34.973000,0 days 00:00:59.258000,,0 days 02:13:22.666000,0 days 02:14:21.993000,257.0,231.0,81.0,278.0,False,HARD,5.0,False,Ferrari,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,4.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:41:05.086000,RUS,63,0 days 00:01:43.233000,27.0,2.0,0 days 01:39:41.514000,,0 days 00:00:47.927000,0 days 00:00:33.145000,0 days 00:00:22.161000,0 days 01:40:09.825000,0 days 01:40:42.970000,0 days 01:41:05.131000,277.0,291.0,247.0,307.0,False,HARD,1.0,True,Mercedes,0 days 01:39:21.853000,2023-10-29 20:40:21.934,1,10.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:33.386000,RUS,63,,35.0,3.0,0 days 02:12:29.105000,,,0 days 00:00:34.458000,0 days 00:00:57.526000,,0 days 02:13:35.978000,0 days 02:14:33.571000,224.0,207.0,36.0,263.0,False,MEDIUM,6.0,False,Mercedes,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,7.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:48:40.186000,BOT,77,0 days 00:01:49.016000,32.0,2.0,0 days 01:47:12.178000,,0 days 00:00:49.248000,0 days 00:00:33.660000,0 days 00:00:26.108000,0 days 01:47:40.463000,0 days 01:48:14.123000,0 days 01:48:40.231000,289.0,282.0,161.0,306.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:46:51.170000,2023-10-29 20:47:51.251,124,16.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:15:01.694000,BOT,77,,35.0,3.0,0 days 02:13:05.198000,,,0 days 00:00:35.259000,0 days 00:00:49.503000,,0 days 02:14:12.290000,0 days 02:15:01.883000,215.0,232.0,50.0,280.0,False,HARD,4.0,False,Alfa Romeo,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,16.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:39:39.988000,PIA,81,0 days 00:01:43.446000,26.0,2.0,0 days 01:38:17.781000,,0 days 00:00:49.572000,0 days 00:00:32.502000,0 days 00:00:21.372000,0 days 01:38:46.119000,0 days 01:39:18.621000,0 days 01:39:39.993000,280.0,282.0,245.0,307.0,False,HARD,1.0,True,McLaren,0 days 01:37:56.542000,2023-10-29 20:38:56.623,1,10.0,False,,False,False,19,Mexico City Grand Prix
0 days 02:14:27.774000,PIA,81,,35.0,3.0,0 days 02:12:24.105000,,,0 days 00:00:35.668000,0 days 00:00:54.251000,,0 days 02:13:33.603000,0 days 02:14:27.915000,177.0,219.0,33.0,204.0,False,MEDIUM,4.0,False,McLaren,0 days 02:12:00.230000,2023-10-29 21:13:00.311,14,6.0,False,,False,False,19,Mexico City Grand Prix
0 days 01:06:46.332000,VER,1,0 days 00:02:23.356000,2.0,2.0,0 days 01:04:38.647000,0 days 01:06:43.349000,0 days 00:00:44.083000,0 days 00:01:03.234000,0 days 00:00:36.039000,0 days 01:05:07.084000,0 days 01:06:10.318000,0 days 01:06:46.357000,152.0,164.0,,,False,SOFT,5.0,False,Red Bull Racing,0 days 01:04:22.976000,2023-11-05 17:05:22.979,45,1.0,False,,False,False,20,São Paulo Grand Prix
0 days 01:32:11.454000,VER,1,,3.0,3.0,0 days 01:30:05.989000,,,0 days 00:00:49.786000,0 days 00:00:49.011000,,0 days 01:31:22.613000,0 days 01:32:11.565000,271.0,218.0,71.0,,False,SOFT,4.0,False,Red Bull Racing,0 days 01:30:00.364000,2023-11-05 17:31:00.367,1,1.0,False,,False,False,20,São Paulo Grand Prix
